subject_id,n_sessions,sessions
sub-NDARINVT4WTLFZ6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVT4XN7N6T,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVT53ZF6N7,1,ses-baselineYear1Arm1
sub-NDARINVT5G6HNMZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVT6E1MJ14,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVT6RF977F,1,ses-4YearFollowUpYArm1
sub-NDARINVT6Z99TKW,1,ses-2YearFollowUpYArm1
sub-NDARINVT76BYDNU,1,ses-baselineYear1Arm1
sub-NDARINVT7HVBTRE,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVT7KRTJPP,1,ses-baselineYear1Arm1
sub-NDARINVT88PYFND,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVT8JB3RWP,1,ses-baselineYear1Arm1
sub-NDARINVT8KRKTVN,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVT90P7NTW,1,ses-2YearFollowUpYArm1
sub-NDARINVT954PXG7,1,ses-baselineYear1Arm1
sub-NDARINVT9DL54AF,1,ses-2YearFollowUpYArm1
sub-NDARINVT9UU6CM8,1,ses-baselineYear1Arm1
sub-NDARINVTA165FA9,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTA7NT65Z,1,ses-baselineYear1Arm1
sub-NDARINVTAFX2KWR,1,ses-2YearFollowUpYArm1
sub-NDARINVTAMN62RZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTAN0M8LG,1,ses-baselineYear1Arm1
sub-NDARINVTAP6MEMP,1,ses-baselineYear1Arm1
sub-NDARINVTATNKDNJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTAV7MB4T,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTAY698CJ,1,ses-baselineYear1Arm1
sub-NDARINVTBHHD1UX,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTBJX7XV9,1,ses-baselineYear1Arm1
sub-NDARINVTC53X138,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTC7KEJAP,1,ses-baselineYear1Arm1
sub-NDARINVTCEFC244,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTCJ78M4K,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTCRZTUB8,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTCT40GNY,1,ses-baselineYear1Arm1
sub-NDARINVTD7KHM6F,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTDBPZG5V,1,ses-baselineYear1Arm1
sub-NDARINVTDJD7JZ2,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTDK7YAGN,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTDXY0L82,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTE4HH4XV,1,ses-2YearFollowUpYArm1
sub-NDARINVTE65EW0X,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTE7EH6CE,1,ses-2YearFollowUpYArm1
sub-NDARINVTE7TYC92,1,ses-baselineYear1Arm1
sub-NDARINVTEB9HYMX,1,ses-2YearFollowUpYArm1
sub-NDARINVTEGHFYFP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTEL34457,1,ses-2YearFollowUpYArm1
sub-NDARINVTELJP2LE,1,ses-baselineYear1Arm1
sub-NDARINVTENZ2AJL,1,ses-baselineYear1Arm1
sub-NDARINVTEZKLFY3,1,ses-baselineYear1Arm1
sub-NDARINVTF8HPRGG,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTFE6R22P,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTFJ2LGCD,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTFPAU4FF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTFUH55TZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTGBMDN8N,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTGXYZJTP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTH0VHX42,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTH1YJVJ1,1,ses-baselineYear1Arm1
sub-NDARINVTH3T33V5,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTH6DHG5Y,1,ses-2YearFollowUpYArm1
sub-NDARINVTHEX3U3X,1,ses-2YearFollowUpYArm1
sub-NDARINVTHF11PAH,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTHHL55VX,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTHW9XF3F,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTHX3BFMR,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTHXM3AU1,1,ses-2YearFollowUpYArm1
sub-NDARINVTHZ39BBJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTJJXH8K7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTJVE3G6N,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTJWRH4A3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTK5NYC8X,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTKF4EW4A,1,ses-baselineYear1Arm1
sub-NDARINVTL0JKXBF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTL3FVU14,1,ses-2YearFollowUpYArm1
sub-NDARINVTL570LHZ,1,ses-baselineYear1Arm1
sub-NDARINVTLEM4F9A,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTLPXTJW8,1,ses-2YearFollowUpYArm1
sub-NDARINVTLR8HXZD,1,ses-2YearFollowUpYArm1
sub-NDARINVTM2HD1WE,1,ses-baselineYear1Arm1
sub-NDARINVTM88BLXR,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTMCFFAJT,1,ses-baselineYear1Arm1
sub-NDARINVTMRGF3F4,1,ses-baselineYear1Arm1
sub-NDARINVTNR04C9A,1,ses-baselineYear1Arm1
sub-NDARINVTNVU9DYV,1,ses-baselineYear1Arm1
sub-NDARINVTP3B049W,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTP6W072A,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTPXZDTAT,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTR74D6YC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTT0WEJUX,1,ses-baselineYear1Arm1
sub-NDARINVTT3RTWGF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTT6DWKXA,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTT9JRJDR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTTFR6F0H,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTTNVZVLW,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTTTWUHHD,1,ses-2YearFollowUpYArm1
sub-NDARINVTTV73ARA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTTYCH8LT,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTU1DE4PM,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTU4MAPYT,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTUB51MJW,1,ses-2YearFollowUpYArm1
sub-NDARINVTUE4K1JE,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTV4KFLNU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTV4KYN93,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTV7E93CF,1,ses-2YearFollowUpYArm1
sub-NDARINVTV8G8UHT,1,ses-2YearFollowUpYArm1
sub-NDARINVTVBUYZ8P,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTVGMJRN9,1,ses-2YearFollowUpYArm1
sub-NDARINVTVZVDPG7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTW04JJ3D,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTW72EVWM,1,ses-baselineYear1Arm1
sub-NDARINVTXB709BK,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTXGL96R1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTXK16WY8,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTXP1FUP8,1,ses-baselineYear1Arm1
sub-NDARINVTXT5J9FD,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTXTP560G,1,ses-2YearFollowUpYArm1
sub-NDARINVTY4J79EA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTY7NL56R,1,ses-2YearFollowUpYArm1
sub-NDARINVTYLXLE83,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTYZ21CK1,1,ses-baselineYear1Arm1
sub-NDARINVTZ0RTCNR,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTZ6EYWUJ,1,ses-baselineYear1Arm1
sub-NDARINVTZCLUNW2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVTZM2XE2H,1,ses-baselineYear1Arm1
sub-NDARINVTZUEJ54R,1,ses-baselineYear1Arm1
sub-NDARINVTZUFYJ76,1,ses-baselineYear1Arm1
sub-NDARINVU05WUH4L,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU0AFNB1U,1,ses-baselineYear1Arm1
sub-NDARINVU0T6GWNN,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU103BUTM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU10T0UJN,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU11NYL5H,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU14LH8MY,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU1HEJLN9,1,ses-2YearFollowUpYArm1
sub-NDARINVU1MFZFX8,1,ses-baselineYear1Arm1
sub-NDARINVU1T94DML,1,ses-baselineYear1Arm1
sub-NDARINVU1XPGWVY,1,ses-baselineYear1Arm1
sub-NDARINVU2BA9AJY,1,ses-2YearFollowUpYArm1
sub-NDARINVU2BFUB9N,1,ses-2YearFollowUpYArm1
sub-NDARINVU2MZM32T,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU2UT8NAW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU316NYRT,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU3M4BG5Y,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU3W1437G,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU3XLKGUY,1,ses-baselineYear1Arm1
sub-NDARINVU46YJV27,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU4B58TJY,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU4BNFAZ9,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU575WJ15,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINVU5DHD2B7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU5GEZR43,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU5KBVWZD,1,ses-baselineYear1Arm1
sub-NDARINVU5L6Y14L,1,ses-4YearFollowUpYArm1
sub-NDARINVU5T2LA5F,1,ses-baselineYear1Arm1
sub-NDARINVU5U9EYAX,1,ses-2YearFollowUpYArm1
sub-NDARINVU5V3JUB4,1,ses-baselineYear1Arm1
sub-NDARINVU62X1GAH,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINVU65A7DKA,1,ses-2YearFollowUpYArm1
sub-NDARINVU6BEGBDR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU6T6KG2P,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU7ARUX6H,1,ses-baselineYear1Arm1
sub-NDARINVU7L6GBPV,1,ses-2YearFollowUpYArm1
sub-NDARINVU7UB0WTJ,1,ses-baselineYear1Arm1
sub-NDARINVU7VVFRJX,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU8AGD1P3,1,ses-baselineYear1Arm1
sub-NDARINVU8KM6L2C,1,ses-baselineYear1Arm1
sub-NDARINVU8U5U022,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU9C9ZMKM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVU9ETKTN0,1,ses-baselineYear1Arm1
sub-NDARINVU9P37GDT,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUA34TJP4,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUAHG246H,1,ses-2YearFollowUpYArm1
sub-NDARINVUB096N6Y,1,ses-2YearFollowUpYArm1
sub-NDARINVUB4XK4NV,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUB6JP787,1,ses-2YearFollowUpYArm1
sub-NDARINVUB6TZMWL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUBFY4UNN,1,ses-baselineYear1Arm1
sub-NDARINVUBKLVB72,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUBLZ93XE,1,ses-2YearFollowUpYArm1
sub-NDARINVUBVPEW11,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUC3J0UH9,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUC3R9484,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUC80Z0WM,1,ses-2YearFollowUpYArm1
sub-NDARINVUCGB6B8U,1,ses-2YearFollowUpYArm1
sub-NDARINVUCM7Z8R7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUCUU472H,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUD7Z98E5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUDBJ9V2N,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUDUKRV36,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUDXAL2AW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUE1M64BU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUEB7ZA46,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUEBPZ7X3,1,ses-baselineYear1Arm1
sub-NDARINVUELN86MB,1,ses-baselineYear1Arm1
sub-NDARINVUEP9AVEL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUEPAL53D,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUEVZC0HH,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUF00N1FK,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUF432B35,1,ses-2YearFollowUpYArm1
sub-NDARINVUF504K04,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUF8PKKDJ,1,ses-2YearFollowUpYArm1
sub-NDARINVUFF64VGJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUFFFFXBF,1,ses-baselineYear1Arm1
sub-NDARINVUFVGYBER,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUG9ER6RP,1,ses-baselineYear1Arm1
sub-NDARINVUGA7X1BC,1,ses-baselineYear1Arm1
sub-NDARINVUGD7DXX7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUGP7XGXD,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUGP8FHFC,1,ses-2YearFollowUpYArm1
sub-NDARINVUGTM5WFU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUH4F3Z71,1,ses-2YearFollowUpYArm1
sub-NDARINVUH6R1YZV,1,ses-baselineYear1Arm1
sub-NDARINVUH77PVBN,1,ses-baselineYear1Arm1
sub-NDARINVUHN1WLRZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUHUVY3KZ,1,ses-baselineYear1Arm1
sub-NDARINVUHXC5TRD,1,ses-baselineYear1Arm1
sub-NDARINVUJ1389BN,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUJ86W3MP,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUJBHEFTN,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUJGVYU5N,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUJTA9MD9,1,ses-2YearFollowUpYArm1
sub-NDARINVUK58FDWG,1,ses-baselineYear1Arm1
sub-NDARINVUKDUJYJH,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUKM5BB37,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUKT3Y1U0,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUKZ2E83X,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUL9WW7ET,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVULJ63ZZK,1,ses-baselineYear1Arm1
sub-NDARINVULRUN522,1,ses-baselineYear1Arm1
sub-NDARINVUM3L54UF,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUM8RJJDZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUMHGTLW8,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUMJVH4W6,1,ses-2YearFollowUpYArm1
sub-NDARINVUMTF6KTU,1,ses-baselineYear1Arm1
sub-NDARINVUN1M9EZ6,1,ses-4YearFollowUpYArm1
sub-NDARINVUN2A7AA5,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUN80YW88,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUNZ46TB8,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUNZGDT4H,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUP3WUX7T,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUPB6NM85,1,ses-baselineYear1Arm1
sub-NDARINVUPKM7CMH,1,ses-baselineYear1Arm1
sub-NDARINVUPPU9A5W,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVURFDN3WC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVURJ3XK7W,1,ses-baselineYear1Arm1
sub-NDARINVURUR52NZ,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUTCZ1TL4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUTDG7ZWF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUTNUNCNK,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUU2VUW5T,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUUBJL9X5,1,ses-baselineYear1Arm1
sub-NDARINVUULNDK83,1,ses-baselineYear1Arm1
sub-NDARINVUUP2MCRU,1,ses-2YearFollowUpYArm1
sub-NDARINVUVHFPBMC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUW7KX694,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUW7RPNEP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUWAU3TFB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUWP79YF4,1,ses-baselineYear1Arm1
sub-NDARINVUWPYXRDM,1,ses-2YearFollowUpYArm1
sub-NDARINVUWRM3PWZ,1,ses-baselineYear1Arm1
sub-NDARINVUWZLKLE0,1,ses-baselineYear1Arm1
sub-NDARINVUWZXJGWG,1,ses-baselineYear1Arm1
sub-NDARINVUX1XKDLN,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUX20B6L5,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUXT483FW,1,ses-2YearFollowUpYArm1
sub-NDARINVUXWUN73X,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUXX4B4ZL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUYU4JRJA,1,ses-baselineYear1Arm1
sub-NDARINVUYYEU9U1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUZMRNA0C,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUZY9W14J,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUZYC1YD6,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVUZYFLAPC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV0BMK3B8,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV0E701P6,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV0L5J7B4,1,ses-baselineYear1Arm1
sub-NDARINVV0LECLBE,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV0UVZ6YT,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV0XR39K2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV0YMYACE,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV0ZY5YPC,1,ses-2YearFollowUpYArm1
sub-NDARINVV104HFJY,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV1APEWPM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV1BV9PWF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV1D97XZ4,1,ses-baselineYear1Arm1
sub-NDARINVV1F9DNZH,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV1LRPT07,1,ses-2YearFollowUpYArm1
sub-NDARINVV1PK275V,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV25NXUTA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV2HGDTGK,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV2J19CN2,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV2TL3DA9,1,ses-baselineYear1Arm1
sub-NDARINVV2VWE59Y,1,ses-baselineYear1Arm1
sub-NDARINVV30162D6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV37537GK,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINVV381L7JK,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV394F6F7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV3XNKG6C,1,ses-baselineYear1Arm1
sub-NDARINVV44PK83V,1,ses-baselineYear1Arm1
sub-NDARINVV44RDE6R,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV4AXRCZ6,1,ses-baselineYear1Arm1
sub-NDARINVV4RPD9NA,1,ses-baselineYear1Arm1
sub-NDARINVV4VB3611,1,ses-2YearFollowUpYArm1
sub-NDARINVV4Y9RJA1,1,ses-2YearFollowUpYArm1
sub-NDARINVV4ZYD9PL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV54EMBM7,1,ses-baselineYear1Arm1
sub-NDARINVV5GRGPFP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV5TKBR0Y,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV5XX9GEF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV6822VJD,1,ses-2YearFollowUpYArm1
sub-NDARINVV6GUKET3,1,ses-baselineYear1Arm1
sub-NDARINVV6KFJX12,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV6XHZB59,1,ses-baselineYear1Arm1
sub-NDARINVV72RAPTJ,1,ses-2YearFollowUpYArm1
sub-NDARINVV7BMW1B1,1,ses-baselineYear1Arm1
sub-NDARINVV7D70A79,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV7RTRM32,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV7Z95HZ1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVV82L1HKC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
